title,date,index,neg_s,neu_s,pos_s,compound_s,pos,neg,neu,compound
Blinken reaffirms US commitment to Israel's security during joint ...,2021-05-25 03:17:00,25.0,0.025304993995550005,0.539601972157305,0.43509302931753074,0.7474142664344292,0,0,0,0
"LIVE UPDATES: Biden speaks with Abbas, Netanyahu as Israel ...",2021-05-15 16:51:00,26.0,0.1199314184486866,0.7413139045238495,0.1387546844780445,0.023381289162012042,0,0,0,0
LIVE UPDATES: Israel's Netanyahu warns Hamas against firing ...,2021-05-21 13:51:00,27.0,0.1667715683579445,0.7123966614405314,0.12083175654212634,-0.11233737797362182,0,0,0,0
"LIVE UPDATES: Israel's Netanyahu says Hamas, terrorist groups ...",2021-05-14 17:28:00,28.0,0.10066547971218824,0.7289509534835815,0.17038357071578503,0.05164620800937284,0,0,0,0
Israel officials approve cease-fire with Hamas following 11 days of ...,2021-05-20 16:13:00,29.0,0.15596301605304083,0.5671198666095734,0.27691709746917087,0.34820703961408994,0,0,0,0
LIVE UPDATES: Israel 'determined to continue' operation against ...,2021-05-19 12:50:00,30.0,0.21864703794320425,0.6697430809338888,0.11160987243056297,-0.36771114263639865,0,0,0,0
"LIVE UPDATES: Antony Blinken arrives in Israel, begins Middle East ...",2021-05-25 12:50:00,31.0,0.018306598998606205,0.751435786485672,0.2302576545625925,0.48714572655157873,0,0,0,0
"Blinken announces additional US assistance to Palestinians, says ...",2021-05-25 15:13:00,32.0,0.28659848620494205,0.45814499258995056,0.2552565547327201,0.1720641733911227,0,0,0,0
Bernie Sanders calls Hamas a 'terrorist group' but says Israeli ...,2021-05-23 12:00:00,33.0,0.15522599472509077,0.6745275598950684,0.1702464361054202,0.15175466372202331,0,0,0,0
'Special Report' All-Star panel on Biden pressuring Israel to de ...,2021-05-20 14:15:00,34.0,0.33024551764829085,0.49731356869451704,0.17244091398315503,-0.16921683849329838,0,0,0,0
Israel blasts Bella Hadid for joining pro-Palestinian march | Fox News,2021-05-16 19:43:00,35.0,0.14057381451129913,0.7463578581809998,0.11306829005479813,-0.07357281378295054,0,0,0,0
Senior adviser to Israeli prime minister optimistic that cease-fire will ...,2021-05-23 12:23:00,36.0,0.21714475423766252,0.5861820504158879,0.19667320361044496,0.045003045441091905,0,0,0,0
LIVE UPDATES: Israel approves cease-fire agreement with Hamas ...,2021-05-20 17:27:00,37.0,0.03235714230686426,0.8424358367919922,0.12520702928304672,0.21655028672609467,0,0,0,0
"LIVE UPDATES: 2 killed in Israel from Gaza rocket strike, while West ...",2021-05-18 11:19:00,38.0,0.0,0.0,0.0,0.0,0,0,0,0
"GOP resolution backs Israel's 'right to defend itself,' omits call for ...",2021-05-17 21:46:00,39.0,0.07572537660598755,0.77324378490448,0.15103085339069366,0.19235171573028076,0,0,0,0
IDF spokesperson on rocket attacks: Iran had 'hands on involvement ...,2021-05-23 16:49:00,40.0,0.13997167348861694,0.7819433212280273,0.0780850425362587,-0.15698041158983464,0,0,0,0
Pro-Israel voices rip liberals who claim Israel defends itself too ...,2021-05-19 14:04:00,41.0,0.328587420808617,0.4904719814658165,0.18094057799316943,-0.07431099076969425,0,0,0,0
Mayim Bialik speaks out on Israeli-Palestinian conflict: 'Devastating ...,2021-05-12 20:44:00,42.0,0.037594009190797806,0.6025430560112,0.3598629832267761,0.7893466932137269,0,0,0,0
"Netanyahu tries to go 'scorched earth' in last speech, swipes at ...",2021-06-14 04:08:00,43.0,0.3211661905515939,0.5664645340293646,0.11236927891150117,-0.3190551078327637,0,0,0,0
"Netanyahu, facing ouster, claims his potential replacement can't ...",2021-06-04 05:26:00,44.0,0.4802978322841227,0.4596635974943638,0.06003860435448587,-0.587320636492501,0,0,0,0
Netanyahu foes push for quick vote to end his 12-year rule | Fox News,2021-06-03 08:41:00,45.0,0.44610512708978994,0.4762802794575691,0.07761459154010351,-0.39653517527808185,0,0,0,0
"Netanyahu slams Iran nuclear deal possibility, willing to risk 'friction ...",2021-06-01 14:03:00,46.0,0.1869092434644699,0.6219893722898431,0.19110140608002743,0.13498963013522786,0,0,0,0
Israeli PM Netanyahu opponents say they have reached coalition ...,2021-06-02 16:52:00,47.0,0.7345722138881683,0.22877178266644477,0.03665601294487715,-0.885952306904481,0,0,0,0
Israel's Netanyahu pledges 'we'll be back' as record 12-year run as ...,2021-06-13 14:04:00,48.0,0.23306865117046982,0.5431788650651773,0.22375249144776413,0.08291166174669419,0,0,0,0
Who is Naftali Bennett? The man slated to replace Benjamin ...,2021-06-02 22:04:00,49.0,0.19292831216007472,0.6983909755945206,0.10868073664605618,-0.01567877049378772,0,0,0,0
"Isaac Herzog elected Israel's president, following in father's ...",2021-06-02 10:40:00,50.0,0.5007911436259747,0.4301389356454213,0.0690699319044749,-0.6440149879989056,0,0,0,0
"Who is Naftali Bennett, Israel's new leader? | Fox News",2021-06-14 10:20:00,51.0,0.49820626205341384,0.30152581886134366,0.20026790333742445,-0.3025348585466517,0,0,0,0
"Biden congratulates Israel's incoming PM Naftali Bennett, vows ...",2021-06-13 16:00:00,52.0,0.32838752935640514,0.5458346625360159,0.12577781998194182,-0.1974575706770348,0,0,0,0
Pentagon chief Austin to discuss Iran's 'malign' behavior with Israeli ...,2021-06-02 16:15:00,53.0,0.48834363371133804,0.4132350408472121,0.09842130774632096,-0.4264964855902514,0,0,0,0
"Ben & Jerry's slammed by Israeli PM, Netanyahu after announcing ...",2021-07-19 15:43:00,54.0,0.2571556444745511,0.39868459571152925,0.34415974793955684,0.09673441412418977,0,0,0,0
Netanyahu appears in court as confidant prepares to testify against ...,2021-11-16 07:13:00,55.0,0.5816397010146276,0.3786756692494711,0.039684625995426395,-0.6314777219523946,0,0,0,0
Netanyahu responds to Trump's claim of disloyalty | Fox News,2021-12-12 05:59:00,56.0,0.1529556714813225,0.4492363716708496,0.397807945671957,0.36396928814871915,0,0,0,0
Trump slams Netanyahu in curse-fueled interview for congratulating ...,2021-12-10 11:28:00,57.0,0.49742316134506837,0.3138880202313885,0.18868881490197964,-0.315064619019793,0,0,0,0
Iran nuclear talks: A breakdown of the Vienna negotiations | Fox News,2021-11-29 11:41:00,58.0,0.30810463381931186,0.5372441629213947,0.15465118591341057,-0.030395416212546766,0,0,0,0
Netanyahu warns Iran could 'take the entire world hostage' if West ...,2022-03-20 08:00:00,59.0,0.07414962989943367,0.7870213219097683,0.13882903501923596,0.1475931319058919,0,0,0,0
"Israeli parliament's coalition chair resigns, opening door to new ...",2022-04-06 04:52:00,60.0,0.2974003395841767,0.5595372199184365,0.14306244160979986,-0.2104638426344278,0,0,0,0
Israel calls for new elections one month before Biden visit | Fox News,2022-06-20 14:41:00,61.0,0.2971379006281495,0.4124236767490705,0.29043839539711674,0.02955470548351522,0,0,0,0
Biden shakes hands with Netanyahu after WH vowed he'd avoid the ...,2022-07-13 11:11:00,62.0,0.05610785074532032,0.8480654060840607,0.09582667797803879,0.09488779642792076,0,0,0,0
Israeli Prime Minister Bennett announces retirement from politics ...,2022-06-29 15:53:00,63.0,0.21896833389473613,0.6077931458130479,0.17323852103436366,-0.05627013278918676,0,0,0,0
"Biden shakes hands with former Israeli PM, begins 'no handshake ...",2022-07-13 17:50:00,64.0,0.17264061979949474,0.72884251922369,0.09851683676242828,-0.25295504418735404,0,0,0,0
"Israel's parliament dissolves, sets 5th election in 4 years | Fox News",2022-06-30 10:09:00,65.0,0.5203564208508893,0.3950850705362179,0.08455851089886644,-0.5604407450186593,0,0,0,0
Benjamin Netanyahu calls out 'Palestinian propaganda machine ...,2022-08-07 17:01:00,66.0,0.057980690617114305,0.8053341150283814,0.1366851824335754,0.17257373907279167,0,0,0,0
Netanyahu rips Biden over push to revive Iran nuclear deal: Middle ...,2022-08-24 11:47:00,67.0,0.06599432625807822,0.8432346433401108,0.09077101293951273,0.05276399026521895,0,0,0,0
Global reaction to Trump raid muted as some Israelis draw ...,2022-08-09 16:56:00,68.0,0.26322376479705173,0.7039258281389872,0.03285040706396103,-0.37286777222395845,0,0,0,0
Former head of Mossad says group carried out ops in 'heart of Iran ...,2022-08-29 08:23:00,69.0,0.26595930227388936,0.7122557163238525,0.021784956256548565,-0.32554442417765495,0,0,0,0
"Biden seems sympathetic to Israel, but policies on Iran, Palestinians ...",2022-10-16 08:00:00,70.0,0.24177154953676191,0.6495316367257725,0.10869683528488333,-0.16464552012816513,0,0,0,0
WATCH: Putin stands to reap benefits of Iran nuclear deal with US ...,2022-10-21 17:00:00,71.0,0.13431036055250012,0.6906708090201669,0.17501883038684077,0.06773140569921748,0,0,0,0
Israel's Netanyahu leaves hospital after overnight stay | Fox News,2022-10-06 12:33:00,72.0,0.3916327270368735,0.3357640604178111,0.27260319826503593,0.02994081007096831,0,0,0,0
Netanyahu rips Australia for 'absurd' decision on Israeli capital ...,2022-10-19 10:26:00,73.0,0.11520872730761766,0.6169311081369718,0.26786018287142116,0.26151236324309224,0,0,0,0
After claim that possible new Israel gov't will damage relations with ...,2022-10-09 08:00:00,74.0,0.4976026378571987,0.2994852429255843,0.2029121254066316,-0.43535296872905827,0,0,0,0
Benjamin Netanyahu warns against a new nuclear deal with Iran ...,2022-10-22 22:52:00,75.0,0.0682302757890688,0.5918584383196301,0.33991127657807535,0.43682960111802827,0,0,0,0
Israel announces maritime border deal with Lebanon | Fox News,2022-10-11 13:32:00,76.0,0.3495499479273955,0.6098647353549799,0.04058533487841487,-0.29485670127683505,0,0,0,0
Netanyahu victory in Israeli election presents 'stark challenge' for US ...,2022-11-03 15:34:00,77.0,0.22293933030838767,0.4425006912400325,0.3345599582211839,0.21012911324863634,0,0,0,0
Netanyahu looks set to return to power in Israel after fifth election ...,2022-11-02 12:08:00,78.0,0.18602478237483988,0.2405087561875751,0.5734664617444981,0.6070906925101108,0,0,0,0
Biden yet to call Netanyahu after election win despite calls to ...,2022-11-05 13:43:00,79.0,0.25867831024030846,0.42893896624445915,0.3123827155989905,0.09466938788451573,0,0,0,0
Israeli PM Lapid concedes election to Netanyahu | Fox News,2022-11-03 13:41:00,80.0,0.0739539687638171,0.5527907530777156,0.3732552721630782,0.5842959053589495,0,0,0,0
Netanyahu warns a 'pernicious' form of antisemitism more popular ...,2022-11-12 11:48:00,81.0,0.21168993638517955,0.683846573655804,0.10446350835263729,-0.27654968291485965,0,0,0,0
Netanyahu plots return as Israelis vote for new government | Fox News,2022-11-01 02:00:00,82.0,0.33500167368738737,0.3584920422139543,0.30650628473247504,0.04001560095039415,0,0,0,0
Israel election: Preliminary results show Netanyahu poised to return ...,2022-11-02 03:43:00,83.0,0.3877190323141606,0.43362103738700564,0.17865991689588712,-0.19249300299254116,0,0,0,0
"Likud candidate predicts Netanyahu will be next Israeli PM, will help ...",2022-11-01 13:05:00,84.0,0.12038330739596859,0.4881268572062254,0.39148982567712665,0.46149880149443795,0,0,0,0
"Israel election: With divisions deepening, Israelis to decide if ...",2022-10-29 07:00:00,85.0,0.3183305087011485,0.3502915049237864,0.33137795566359446,-0.012545958035836122,0,0,0,0
"WATCH: Bibi 'eye to eye' with Trump, 'diverged' with Obama on ...",2022-10-28 02:00:00,86.0,0.19224933115765452,0.5393163441070195,0.26843431731685996,0.26781273517678406,0,0,0,0
Sen. Cruz slams DOJ over investigation into journalist Shireen Abu ...,2022-11-15 19:54:00,87.0,0.5101333303221812,0.4443588337550561,0.04550785835211476,-0.6340300445970198,0,0,0,0
Russia flew stolen Western cash and weapons to Iran: Report | Fox ...,2022-11-10 12:52:00,88.0,0.013808683802684149,0.9645174940427145,0.02167380042374134,0.0162771971311693,0,0,0,0
What is COP27? Here are 7 things to know about this global climate ...,2022-11-06 07:00:00,89.0,0.20412150025367737,0.6612921953201294,0.13458628952503204,-0.20725460502666368,0,0,0,0
"Trump calls for Senate Republican leadership change, warns ...",2022-11-08 21:46:00,90.0,0.3440748903279503,0.40403564895192784,0.2518894225358963,0.1416906667419621,0,0,0,0
Incoming Israeli Prime Minister Benjamin Netanyahu seeks to build ...,2022-12-07 14:39:00,91.0,0.15030893027274447,0.46011565608734434,0.3895754097029567,0.37129522341398824,0,0,0,0
Larry Kudlow: Former Israel Prime Minister Benjamin Netanyahu ...,2022-12-06 18:11:00,92.0,0.16273844284428793,0.48170719228007575,0.3555543651296334,0.2987893557266909,0,0,0,0
Incoming Israeli Prime Minister Netanyahu says he has formed new ...,2022-12-21 20:34:00,93.0,0.11781800612383946,0.4970015821639787,0.3851804095743732,0.4825904411407121,0,0,0,0
Netanyahu: Iran nuclear deal is 'probably dead'; protests reveal that ...,2022-11-30 12:00:00,94.0,0.17917003923588815,0.6346787704867037,0.1861511874355047,0.08064734411914955,0,0,0,0
Netanyahu insists he won't step on 'landmine' question about Trump ...,2022-12-04 15:14:00,95.0,0.29983934293323683,0.5264103388679879,0.17375032111470187,-0.12968730544802004,0,0,0,0
Are progressives demonizing incoming Israeli Prime Minister ...,2022-12-10 07:00:00,96.0,0.3608175873135527,0.3844302110373974,0.254752191559722,-0.06907592171088713,0,0,0,0
Benjamin Netanyahu lays out agenda for third term: Stop Iranian ...,2022-12-16 10:00:00,97.0,0.07987407951926191,0.5878331872324148,0.33229272719472647,0.5321397889989711,0,0,0,0
Netanyahu shreds New York Times for 'demonizing Israel for ...,2022-12-19 17:45:00,98.0,0.5700733514709605,0.3599792108353641,0.06994743986676137,-0.5863050675243187,0,0,0,0
FBI investigating an unusual suspect: Israel | Fox News,2022-12-09 14:46:00,99.0,0.26737093552947044,0.6443357318639755,0.08829335123300552,-0.4606432055548698,0,0,0,0
